              instance      n    k       time        ttb  cons_bal   cons_cmp     bal       cmp   repl   feas        seed
  del-n5000-k25-s33654   5000   25  1800.0002  1129.2762    1.3745   396.5017  0.0000  315.5458   2902   2844  2295153954
  del-n5000-k25-s33654   5000   25  1800.0003  1369.5314    2.9604   368.9606  0.0000  330.7336   2899   2843  2393272914
  del-n5000-k50-s49035   5000   50  1800.0002   367.4992    5.3752   256.8922  0.0000  242.1170   3100   1767  2145044717
  del-n5000-k50-s49035   5000   50  1800.0004   171.9836    6.7225   275.5995  0.0000  243.7558   3086   1806  2887029160
  del-n5000-k50-s49035   5000   50  1800.0003  1123.8455    4.0578   326.3830  0.0000  264.4224   3104   1785  2056667980
  del-n5000-k50-s49035   5000   50  1800.0003   587.8419    7.5908   250.0010  0.0000  237.7914   3068   1786  3326725308
  del-n5000-k50-s49035   5000   50  1800.0003   923.1124    8.2350   288.8816  0.0000  249.2249   3091   1772   781788393
  del-n5000-k50-s49035   5000   50  1800.0002   865.0672    7.0827   285.8250  0.0000  255.7870   3023   1787  3134586694
  del-n5000-k50-s49035   5000   50  1800.0001  1535.5403    4.8020   283.0680  0.0000  241.9476   3045   1731  2307603167
  del-n5000-k50-s49035   5000   50  1800.0002   483.5313    3.3780   302.2683  0.0000  255.8802   3095   1737  1609761638
  del-n5000-k50-s49035   5000   50  1800.0002  1497.0188    6.2184   311.7020  0.0000  260.3056   3123   1798  2651385283
  del-n5000-k50-s49035   5000   50  1800.0004   108.4480    6.7009   296.8951  0.0000  246.3222   3122   1794  3830488022
  del-n5000-k80-s37325   5000   80  1800.0274   847.2644   14.7447   307.6407  0.0000  277.3953   3737     75  2771046994
  del-n5000-k80-s37325   5000   80  1800.0002   600.0595   20.5124   407.4477  0.0000  259.8742   3722     87  2120512186
  del-n5000-k80-s37325   5000   80  1800.0002  1459.1872   20.2330   245.0117  0.0000  248.5190   3743     80  4182224339
  del-n5000-k80-s37325   5000   80  1800.0002   883.3704   17.2795   285.5806  0.0000  248.5467   3729     88  4223050221
  del-n5000-k80-s37325   5000   80  1800.0003   256.2830   21.2750   281.0720  0.0000  256.5435   3705     77  3324554056
  del-n5000-k80-s37325   5000   80  1800.0255   715.2660   12.7219   263.9544  0.0000  239.3105   3758     71  4141635665
