instance    n   k       time        ttb  cons_bal  cons_cmp     bal       cmp    repl    feas        seed
DT500-16  500  10  1800.0014   475.2866    1.5629  243.0462  0.0000  199.2495   92959   92955  1671602784
DT500-16  500  10  1800.0012   195.4536    0.2034  242.5621  0.0000  199.2495   92256   92252  3632640703
DT500-16  500  10  1800.0013   106.7969    1.2896  243.0462  0.0000  199.2495   92155   92153  1037921290
DT500-16  500  10  1800.0012    35.6603    1.4007  270.2310  0.0000  199.2495   92235   92231   309390874
DT500-16  500  10  1800.0012    49.1122    0.5952  243.0462  0.0000  199.2495   93067   93063  1840933414
DT500-16  500  10  1800.0012    57.6543    1.8485  238.6795  0.0000  199.2495   92495   92491  1238487938
DT500-16  500  10  1800.0012    45.8923    1.1057  262.5110  0.0000  199.2495   93231   93226  1424944847
DT500-17  500  10  1800.0011  1684.3678    1.6140  288.2307  0.0000  198.7618   79469   79465    53466974
DT500-17  500  10  1800.0013   716.2580    1.6413  257.6641  0.0000  198.7618   79420   79416  1013684581
DT500-17  500  10  1800.0011   762.8887    1.2165  259.8061  0.0000  199.2085   79024   79020  3913696139
DT500-17  500  10  1800.0010    39.7823    3.3652  306.6806  0.0000  201.0224   79329   79322  2361861953
DT500-17  500  10  1800.0021  1410.9479    2.6487  295.9857  0.0000  198.3809   80027   80025    88471988
DT500-17  500  10  1800.0011   922.8622    4.1016  324.3732  0.0000  198.7618   79345   79338  2287772025
DT500-17  500  10  1800.0010   944.0815    3.8143  323.9941  0.0000  198.7618   79056   79051  2968636650
DT500-17  500  10  1800.0009   684.4627    1.5393  285.7718  0.0000  198.7372   78966   78959  2325892216
DT500-17  500  10  1800.0016   462.5640    3.0324  306.6806  0.0000  198.5864   79334   79331  2378059379
DT500-17  500  10  1800.0011  1388.7389    0.2378  306.9064  0.0000  198.7372   79918   79912  1451270021
DT500-18  500  10  1800.0013   152.5035    1.0686  342.3764  0.0000  195.6326   81030   81027   126541619
DT500-18  500  10  1800.0012   396.8363    2.8245  285.2454  0.0000  195.6326   81038   81036   404042059
DT500-18  500  10  1800.0011   126.7012    1.7067  257.3631  0.0000  195.6326   80399   80398  1123040926
DT500-18  500  10  1800.0011    47.7337    3.1652  301.5377  0.0000  196.0076   80291   80290  3026404524
DT500-18  500  10  1800.0011   143.1372    6.1872  367.1025  0.0000  195.6326   80616   80614  2322668555
DT500-18  500  10  1800.0011   304.3035    3.9632  295.9541  0.0000  195.6326   80549   80549  2217497875
DT500-18  500  10  1800.0010   771.3290    4.3035  307.7429  0.0000  195.0054   81094   81094  1738355830
DT500-18  500  10  1800.0011   520.6779    4.8800  438.6622  0.0000  195.6326   80807   80805  3217268667
DT500-18  500  10  1800.0010  1353.1860    2.5852  277.7460  0.0000  195.0054   80784   80784   885311623
DT500-18  500  10  1800.0011  1326.1327    0.4994  232.4491  0.0000  195.0054   81207   81206  3093376615
DT500-19  500  10  1800.0012    58.0065    2.3628  249.0538  0.0000  195.1820   96493   96488  1582335314
DT500-19  500  10  1800.0012   305.3380    1.2711  302.3442  0.0000  195.1820   96504   96500  2376242344
DT500-19  500  10  1800.0012   142.3961    1.9507  264.2864  0.0000  195.1820   96134   96128  1013148276
DT500-19  500  10  1800.0012    31.9694    4.6731  269.4954  0.0000  195.1820   96100   96094  4230859126
DT500-19  500  10  1800.0013    64.4003    2.5042  240.4450  0.0000  195.1820   96592   96585  1537679106
DT500-19  500  10  1800.0025   786.1129    0.7579  266.7253  0.0000  195.1820   96714   96710  3850819811
DT500-19  500  10  1800.0015    84.6445    3.4443  300.2002  0.0000  195.1820   95608   95604  4252946238
DT500-19  500  10  1800.0012   619.0442    1.8781  261.3433  0.0000  195.1820   96590   96580   529371034
DT500-19  500  10  1800.0031   551.1231    2.3852  235.6253  0.0000  195.1820   96195   96191   696904796
DT500-19  500  10  1800.0013    11.0268    1.3202  249.0538  0.0000  195.1820   97425   97416   980455198
DT500-20  500  10  1800.0012     0.1647    4.8315  269.1697  0.0000  195.8034   92885   92881  2108457247
DT500-20  500  10  1800.0011   252.0677    2.2042  236.3217  0.0000  195.8034   91899   91897  3658349652
DT500-20  500  10  1800.0012    10.0727    2.4124  269.4132  0.0000  195.8034   92423   92418  3331252639
DT500-20  500  10  1800.0012    29.9018    2.3310  254.5995  0.0000  195.8034   92082   92080  1123826872
DT500-20  500  10  1800.0012    40.7335    2.4302  290.6766  0.0000  195.8034   91964   91955  3647720136
DT500-20  500  10  1800.0012   220.9584    3.2800  284.6290  0.0000  195.8034   92550   92547   472275171
DT500-20  500  10  1800.0012   110.7411    2.3848  245.8417  0.0000  195.8034   91536   91531   899500758
DT500-20  500  10  1800.0012    20.4731    3.2682  311.5114  0.0000  195.8034   92664   92659  3413463946
DT500-20  500  10  1800.0011   315.9947    2.0639  327.3330  0.0000  195.8034   92171   92164  1453056227
DT500-20  500  10  1800.0011   165.9374    2.2723  254.6938  0.0000  195.8034   91847   91842  2954603262
